product_id,product_name,category,subcategory,brand,mrp,weight_grams,is_fragile,seller_name,seller_warehouse_city,seller_warehouse_state,seller_warehouse_pincode,seller_rating,listing_date
PROD00156,Kids Frock - Festive Style,Kids Wear,Kids Frock,Divine Ethnic Wear,651,485,Yes,Banerjee Trading Co,Ghaziabad,Uttar Pradesh,201001,4.5,2024-12-09
PROD00157,Bangles Set - Premium,Jewellery & Cosmetics,Bangles Set,Generic,549,223,Yes,Desai Trading Co,Asansol,West Bengal,713036,3.8,2024-06-16
PROD00158,Cotton Shirt - Classic Fit,Men Fashion,Cotton Shirt,Riya Collections,207,40,Yes,Mukherjee Wholesale Mart,Chennai,Tamil Nadu,600041,,2025-10-27
PROD00159,Photo Frame Set - Festive,Home Decor,Photo Frame Set,Fashion Point Surat,1817,295,No,Pillai Wholesale Mart,Chandigarh,Chandigarh,160014,4.3,2025-09-28
PROD00160,Non-Stick Pan - Premium Style,Home & Kitchen,Non-Stick Pan,Shree Krishna Textiles,872,1027,No,Reddy Textiles,Gwalior,Madhya Pradesh,474098,,2025-01-10
PROD00161,Denim Jeans - Classic Design,Men Fashion,Denim Jeans,Aaradhya Fashion Hub,685,139,Yes,Banerjee Collections,Siliguri,West Bengal,734013,3,2024-06-09
PROD00162,Tempered Glass - Premium Fit,Mobile Accessories,Tempered Glass,Metro Trendz,822,183,Yes,Patel Collections,Pune,Maharashtra,411078,3.1,2024-08-25
PROD00163,Men'S Wallet - Premium Style,Bags & Wallets,Men'S Wallet,Riya Collections,515,112,Yes,Nair Enterprises,Chennai,Tamil Nadu,600049,5,2025-10-22
PROD00164,Track Pant - Daily Wear,Men Fashion,Track Pant,Priya Creations,1194,348,No,Sharma Enterprises,Asansol,West Bengal,713023,4.9,2024-06-22
PROD00165,Artificial Plant Pot - Daily Wear,Home Decor,Artificial Plant Pot,Divine Ethnic Wear,767,160,No,Sheikh Wholesale Mart,Nagpur,Maharashtra,440049,4.9,2024-11-27
PROD00166,Casual Sneakers - Trendy Design,Footwear,Casual Sneakers,Style Bazaar Co,989,121,No,Sheikh Trading Co,Warangal,Telangana,506090,3.9,2024-04-08
PROD00167,Artificial Plant Pot - Premium Fit,Home Decor,Artificial Plant Pot,Om Wholesale Mart,454,45,No,Yadav Textiles,Patna,Bihar,800032,4.6,2025-02-16
PROD00168,Power Bank - Trendy Style,Mobile Accessories,Power Bank,Metro Trendz,2101,42,No,Malhotra Wholesale Mart,Warangal,Telangana,506032,,2025-11-15
PROD00169,Bangles Set - Festive,Jewellery & Cosmetics,Bangles Set,Fashion Point Surat,514,242,Yes,Ansari Wholesale Mart,Cuttack,Odisha,753080,3.6,2025-04-29
PROD00170,Casual Sneakers - Trendy Fit,Footwear,Casual Sneakers,Generic,457,360,No,Das Textiles,Madurai,Tamil Nadu,625031,3.5,2025-06-25
PROD00171,Lehenga Choli - Trendy Design,Women Ethnic Wear,Lehenga Choli,Unbranded,853,338,No,Malhotra Wholesale Mart,Warangal,Telangana,506047,3.9,2025-03-01
PROD00172,Kajal Combo - Classic,Jewellery & Cosmetics,Kajal Combo,No Brand,446,223,No,Rao Collections,Udaipur,Rajasthan,313097,,2025-10-07
PROD00173,Ladies Handbag - Casual Fit,Bags & Wallets,Ladies Handbag,Metro Trendz,968,134,Yes,Malhotra Impex,Madurai,Tamil Nadu,625066,4.1,2025-08-29
PROD00174,Tempered Glass - Festive Design,Mobile Accessories,Tempered Glass,Style Bazaar Co,1111,,No,Kumar Trading Co,Mysuru,Karnataka,570081,4.3,2025-07-03
PROD00175,Photo Frame Set - Trendy Design,Home Decor,Photo Frame Set,Fashion Point Surat,511,475,No,Agarwal Enterprises,Chandigarh,Chandigarh,160028,3.5,2025-09-15
PROD00176,Photo Frame Set - Festive Fit,Home Decor,Photo Frame Set,Comfort Zone India,272,40,No,Menon Impex,Madurai,Tamil Nadu,625018,,2025-07-05
PROD00177,Casual Sneakers - Festive,Footwear,Casual Sneakers,Metro Trendz,848,151,No,Banerjee Collections,Bengaluru,Karnataka,560074,,2025-11-16
PROD00178,Lehenga Choli - Premium Style,Women Ethnic Wear,Lehenga Choli,Riya Collections,295,335,Yes,Mukherjee Impex,Agra,Uttar Pradesh,282015,3.3,2025-03-28
PROD00179,Kids Frock - Daily Wear Design,Kids Wear,Kids Frock,Fashion Point Surat,514,360,No,Ansari Impex,Thiruvananthapuram,Kerala,695007,3.5,2024-08-24
PROD00180,Slippers - Festive Fit,Footwear,Slippers,Divine Ethnic Wear,595,571,No,Kumar Collections,New Delhi,Delhi,11003,3.7,2025-04-30
PROD00181,Men'S Wallet - Casual Style,Bags & Wallets,Men'S Wallet,Generic,1164,101,Yes,Kumar Trading Co,Asansol,West Bengal,713017,,2024-03-04
PROD00182,Formal Shoes - Casual Design,Footwear,Formal Shoes,No Brand,1624,40,Yes,Rao Enterprises,Jodhpur,Rajasthan,342089,,2025-05-01
PROD00183,Bedsheet Set - Casual Style,Home & Kitchen,Bedsheet Set,No Brand,1010,305,Yes,Verma Wholesale Mart,Ghaziabad,Uttar Pradesh,201042,4.2,2025-12-20
PROD00184,Lipstick Combo - Daily Wear,Jewellery & Cosmetics,Lipstick Combo,No Brand,527,369,Yes,Joshi Impex,Patna,Bihar,800073,3.9,2025-10-11
PROD00185,Ladies Handbag - Trendy Style,Bags & Wallets,Ladies Handbag,No Brand,1397,405,Yes,Ansari Wholesale Mart,Patna,Bihar,800073,4.2,2025-04-01
PROD00186,Wall Clock - Classic Style,Home Decor,Wall Clock,Fashion Point Surat,586,242,No,Joshi Textiles,Amritsar,Punjab,143074,3.7,2024-03-15
PROD00187,Artificial Plant Pot - Premium Design,Home Decor,Artificial Plant Pot,Divine Ethnic Wear,913,257,No,Khan Enterprises,Kolkata,West Bengal,700050,4.2,2024-07-08
PROD00188,Saree - Premium Design,Women Ethnic Wear,Saree,Unbranded,2302,,No,Patel Enterprises,Ranchi,Jharkhand,834023,3.8,2025-10-19
PROD00189,Cotton Shirt - Casual Style,Men Fashion,Cotton Shirt,Divine Ethnic Wear,1423,260,No,Mukherjee Enterprises,Gwalior,Madhya Pradesh,474045,,2024-10-25
PROD00190,Slippers - Casual Style,Footwear,Slippers,Comfort Zone India,422,40,No,Verma Enterprises,Ghaziabad,Uttar Pradesh,201010,3.8,2025-09-08
PROD00191,Flat Sandals - Premium,Footwear,Flat Sandals,Om Wholesale Mart,743,718,No,Kumar Textiles,Guwahati,Assam,781096,4.2,2024-10-16
PROD00192,Wall Clock - Premium Style,Home Decor,Wall Clock,Style Bazaar Co,652,532,No,Naidu Wholesale Mart,Bhopal,Madhya Pradesh,462056,2.7,2025-04-03
PROD00193,Casual T-Shirt - Casual Design,Men Fashion,Casual T-Shirt,Fashion Point Surat,837,519,Yes,Singh Impex,Lucknow,Uttar Pradesh,226026,3.1,2025-08-11
PROD00194,Lehenga Choli - Casual Design,Women Ethnic Wear,Lehenga Choli,Unbranded,1379,424,Yes,Nair Impex,Agra,Uttar Pradesh,282041,3.8,2025-05-11
PROD00195,Flat Sandals - Casual Fit,Footwear,Flat Sandals,Aaradhya Fashion Hub,1041,849,No,Sharma Wholesale Mart,Rajkot,Gujarat,360098,,2024-08-21
PROD00196,Lipstick Combo - Trendy,Jewellery & Cosmetics,Lipstick Combo,Riya Collections,843,248,Yes,Ansari Wholesale Mart,Hyderabad,Telangana,500050,3.5,2025-07-15
PROD00197,Flat Sandals - Classic,Footwear,Flat Sandals,Aaradhya Fashion Hub,1161,161,Yes,Bhatt Impex,Rajkot,Gujarat,360052,,2024-07-14
PROD00198,Cotton Shirt - Premium,Men Fashion,Cotton Shirt,Comfort Zone India,565,455,No,Rathore Impex,Jodhpur,Rajasthan,342089,4.2,2024-06-02
PROD00199,Wall Clock - Premium,Home Decor,Wall Clock,Generic,1301,237,Yes,Kumar Wholesale Mart,Bhopal,Madhya Pradesh,462056,3.8,2025-11-04
PROD00200,Bangles Set - Premium Design,Jewellery & Cosmetics,Bangles Set,No Brand,429,252,No,Nair Impex,Kolkata,West Bengal,700089,4.2,2024-05-23
PROD00201,Kajal Combo - Classic Style,Jewellery & Cosmetics,Kajal Combo,Riya Collections,1115,147,Yes,Singh Enterprises,Rajkot,Gujarat,360024,4.5,2024-03-21
PROD00202,Men'S Wallet - Classic Design,Bags & Wallets,Men'S Wallet,Comfort Zone India,1549,440,Yes,Nair Impex,Mysuru,Karnataka,570035,5,2025-03-25
PROD00203,Salwar Suit - Trendy Design,Women Ethnic Wear,Salwar Suit,No Brand,480,76,Yes,Sharma Collections,Ahmedabad,Gujarat,380090,2.9,2025-10-04
PROD00204,Formal Shoes - Daily Wear Design,Footwear,Formal Shoes,Unbranded,1674,493,Yes,Yadav Enterprises,Ghaziabad,Uttar Pradesh,201015,4,2024-08-02
PROD00205,Bangles Set - Daily Wear Fit,Jewellery & Cosmetics,Bangles Set,Riya Collections,857,102,No,Singh Wholesale Mart,Kochi,Kerala,682090,5,2024-12-31
PROD00206,Tempered Glass - Trendy,Mobile Accessories,Tempered Glass,Metro Trendz,789,374,No,Chauhan Enterprises,Mumbai,Maharashtra,400059,4.4,2025-05-26
PROD00207,Cotton Shirt - Premium Design,Men Fashion,Cotton Shirt,Aaradhya Fashion Hub,958,399,Yes,Singh Impex,Nagpur,Maharashtra,440064,3.5,2024-07-20
PROD00208,Kajal Combo - Classic Style,Jewellery & Cosmetics,Kajal Combo,Shree Krishna Textiles,953,764,No,Gupta Collections,Siliguri,West Bengal,734025,,2025-04-18
PROD00209,Lehenga Choli - Premium,Women Ethnic Wear,Lehenga Choli,Comfort Zone India,1766,237,No,Sharma Textiles,Agra,Uttar Pradesh,282080,3.4,2024-07-05
PROD00210,Lehenga Choli - Trendy Design,Women Ethnic Wear,Lehenga Choli,Divine Ethnic Wear,686,362,No,Mukherjee Textiles,Faridabad,Haryana,121061,,2024-11-24
PROD00211,Salwar Suit - Daily Wear Design,Women Ethnic Wear,Salwar Suit,Unbranded,290,686,Yes,Reddy Enterprises,Kanpur,Uttar Pradesh,208047,3.9,2025-08-28
PROD00212,Kajal Combo - Festive Design,Jewellery & Cosmetics,Kajal Combo,Style Bazaar Co,581,127,Yes,Gupta Wholesale Mart,Gwalior,Madhya Pradesh,474059,3,2024-08-16
PROD00213,Photo Frame Set - Festive Style,Home Decor,Photo Frame Set,Aaradhya Fashion Hub,1156,366,No,Kumar Textiles,Madurai,Tamil Nadu,625008,,2025-03-17
PROD00214,Artificial Plant Pot - Premium Design,Home Decor,Artificial Plant Pot,Riya Collections,361,276,Yes,Das Enterprises,Nagpur,Maharashtra,440012,5,2025-04-19
PROD00215,Wall Clock - Casual Style,Home Decor,Wall Clock,No Brand,637,40,Yes,Rao Enterprises,Ghaziabad,Uttar Pradesh,201068,3.9,2024-05-03
PROD00216,Artificial Plant Pot - Festive,Home Decor,Artificial Plant Pot,Divine Ethnic Wear,633,40,Yes,Gupta Enterprises,New Delhi,Delhi,110000,4,2025-06-15
PROD00217,Artificial Plant Pot - Festive Design,Home Decor,Artificial Plant Pot,Style Bazaar Co,647,503,Yes,Rao Enterprises,Kanpur,Uttar Pradesh,208028,5,2025-12-09
PROD00218,Wall Clock - Classic Fit,Home Decor,Wall Clock,Unbranded,1366,290,Yes,Naidu Trading Co,Indore,Madhya Pradesh,452051,3.3,2025-02-24
PROD00219,Storage Container Set - Daily Wear Style,Home & Kitchen,Storage Container Set,Fashion Point Surat,3027,363,Yes,Pillai Impex,Gwalior,Madhya Pradesh,474012,4,2024-12-29
PROD00220,Track Pant - Classic Design,Men Fashion,Track Pant,Aaradhya Fashion Hub,725,393,Yes,Menon Trading Co,Faridabad,Haryana,121047,3.9,2024-08-18
PROD00221,Men'S Wallet - Trendy Style,Bags & Wallets,Men'S Wallet,Aaradhya Fashion Hub,536,229,Yes,Iyer Wholesale Mart,Ghaziabad,Uttar Pradesh,201046,4,2025-08-19
PROD00222,Denim Jeans - Casual Style,Men Fashion,Denim Jeans,No Brand,545,193,Yes,Patel Collections,Lucknow,Uttar Pradesh,226095,4.1,2024-09-01
PROD00223,Kurti Set - Classic,Women Ethnic Wear,Kurti Set,Style Bazaar Co,639,680,Yes,Bhatt Enterprises,Surat,Gujarat,395005,,2024-07-30
PROD00224,Track Pant - Daily Wear Design,Men Fashion,Track Pant,Om Wholesale Mart,1340,624,Yes,Verma Impex,Kochi,Kerala,682059,2.8,2025-06-17
PROD00225,Bangles Set - Trendy Design,Jewellery & Cosmetics,Bangles Set,Riya Collections,609,268,No,Malhotra Collections,Chennai,Tamil Nadu,600044,3.2,2025-07-05
PROD00226,Artificial Plant Pot - Casual Style,Home Decor,Artificial Plant Pot,Style Bazaar Co,479,105,No,Mukherjee Wholesale Mart,Ghaziabad,Uttar Pradesh,201046,5,2025-06-20
PROD00227,Storage Container Set - Festive Fit,Home & Kitchen,Storage Container Set,Aaradhya Fashion Hub,1230,629,No,Agarwal Impex,Nagpur,Maharashtra,440004,,2025-02-06
PROD00228,Wall Clock - Daily Wear Fit,Home Decor,Wall Clock,Metro Trendz,395,234,Yes,Pillai Impex,Nashik,Maharashtra,422023,4.3,2025-12-22
PROD00229,Lehenga Choli - Casual,Women Ethnic Wear,Lehenga Choli,Fashion Point Surat,375,506,Yes,Patel Textiles,Kochi,Kerala,682047,,2025-10-24
PROD00230,Phone Back Cover - Casual,Mobile Accessories,Phone Back Cover,Riya Collections,598,506,No,Banerjee Enterprises,Gwalior,Madhya Pradesh,474063,4.3,2025-04-18
PROD00231,Photo Frame Set - Premium Fit,Home Decor,Photo Frame Set,Comfort Zone India,603,605,No,Menon Wholesale Mart,Ghaziabad,Uttar Pradesh,201013,3.4,2026-01-07
PROD00232,Photo Frame Set - Classic,Home Decor,Photo Frame Set,Shree Krishna Textiles,1031,480,Yes,Desai Textiles,Surat,Gujarat,395086,3.8,2025-07-07
PROD00233,Lehenga Choli - Classic Design,Women Ethnic Wear,Lehenga Choli,Style Bazaar Co,880,74,No,Yadav Impex,Kochi,Kerala,682052,4.6,2024-12-07
PROD00234,Flat Sandals - Classic Design,Footwear,Flat Sandals,Fashion Point Surat,664,235,Yes,Mukherjee Trading Co,Jamshedpur,Jharkhand,831058,4.6,2024-08-24
PROD00235,Kids Frock - Premium,Kids Wear,Kids Frock,Comfort Zone India,499,40,Yes,Malhotra Enterprises,Varanasi,Uttar Pradesh,221099,3.1,2024-05-12
PROD00236,Men'S Wallet - Casual Style,Bags & Wallets,Men'S Wallet,Aaradhya Fashion Hub,1026,68,Yes,Verma Textiles,Cuttack,Odisha,753080,5,2025-09-18
PROD00237,Wall Clock - Festive Design,Home Decor,Wall Clock,Comfort Zone India,234,723,Yes,Verma Textiles,Jodhpur,Rajasthan,342062,4.1,2025-11-29
PROD00238,Cotton Shirt - Classic Design,Men Fashion,Cotton Shirt,Divine Ethnic Wear,697,230,No,Mukherjee Enterprises,Kochi,Kerala,682069,4.2,2025-08-17
PROD00239,Men'S Wallet - Daily Wear Fit,Bags & Wallets,Men'S Wallet,Aaradhya Fashion Hub,720,592,Yes,Das Textiles,Thiruvananthapuram,Kerala,695047,4.1,2025-09-24
PROD00240,Tempered Glass - Premium Style,Mobile Accessories,Tempered Glass,Om Wholesale Mart,798,270,Yes,Banerjee Impex,Ahmedabad,Gujarat,380047,,2025-09-12
PROD00241,Kurti Set - Trendy Design,Women Ethnic Wear,Kurti Set,Shree Krishna Textiles,871,40,Yes,Rathore Wholesale Mart,Hubli,Karnataka,580024,3.2,2024-08-18
PROD00242,Cotton Shirt - Festive Fit,Men Fashion,Cotton Shirt,Riya Collections,1106,387,No,Das Trading Co,Hubli,Karnataka,580003,3.9,2025-11-07
PROD00243,Casual T-Shirt - Premium Design,Men Fashion,Casual T-Shirt,Comfort Zone India,743,426,Yes,Menon Impex,Ranchi,Jharkhand,834035,3.7,2024-07-12
PROD00244,Phone Back Cover - Premium Style,Mobile Accessories,Phone Back Cover,Om Wholesale Mart,479,393,Yes,Malhotra Textiles,Ahmedabad,Gujarat,380007,3.4,2025-12-19
PROD00245,Track Pant - Premium Design,Men Fashion,Track Pant,Divine Ethnic Wear,920,40,No,Menon Impex,Guwahati,Assam,781099,,2025-03-10
PROD00246,Formal Shoes - Classic Style,Footwear,Formal Shoes,Priya Creations,953,406,Yes,Reddy Wholesale Mart,Asansol,West Bengal,713044,4.6,2024-10-30
PROD00247,Boys T-Shirt Set - Daily Wear Fit,Kids Wear,Boys T-Shirt Set,Unbranded,1837,573,Yes,Malhotra Trading Co,Hubli,Karnataka,580078,2.9,2024-05-12
PROD00248,Earrings Combo - Premium,Jewellery & Cosmetics,Earrings Combo,Riya Collections,364,212,No,Pillai Trading Co,Rajkot,Gujarat,360010,,2024-09-19
PROD00249,Slippers - Classic,Footwear,Slippers,Riya Collections,977,190,Yes,Pillai Enterprises,Amritsar,Punjab,143XX1,4.1,2025-08-18
PROD00250,Non-Stick Pan - Casual Fit,Home & Kitchen,Non-Stick Pan,Divine Ethnic Wear,485,215,No,Gupta Collections,Coimbatore,Tamil Nadu,641089,,2024-04-08
PROD00251,Wall Clock - Classic Design,Home Decor,Wall Clock,Generic,442,52,No,Gupta Trading Co,Gurugram,Haryana,122066,3.4,2024-08-01
PROD00252,Artificial Plant Pot - Classic,Home Decor,Artificial Plant Pot,Comfort Zone India,1312,141,No,Chauhan Impex,Jaipur,Rajasthan,302037,5,2025-11-20
PROD00253,Salwar Suit - Classic Design,Women Ethnic Wear,Salwar Suit,Aaradhya Fashion Hub,964,390,Yes,Menon Trading Co,Ludhiana,Punjab,141094,,2024-12-29
PROD00254,Kids Nightwear - Classic,Kids Wear,Kids Nightwear,Comfort Zone India,1080,223,Yes,Bhatt Enterprises,Amritsar,Punjab,143054,4.1,2024-03-04
PROD00255,Wired Earphones - Festive Fit,Mobile Accessories,Wired Earphones,Divine Ethnic Wear,3005,328,No,Chatterjee Trading Co,Ludhiana,Punjab,141085,,2025-04-02
PROD00256,Storage Container Set - Premium Design,Home & Kitchen,Storage Container Set,Aaradhya Fashion Hub,499,342,Yes,Pillai Enterprises,Bhopal,Madhya Pradesh,462053,5,2025-06-29
PROD00257,Salwar Suit - Daily Wear Fit,Women Ethnic Wear,Salwar Suit,Shree Krishna Textiles,521,748,Yes,Iyer Trading Co,Kanpur,Uttar Pradesh,208044,4.4,2025-11-24
PROD00258,Phone Back Cover - Casual Design,Mobile Accessories,Phone Back Cover,Shree Krishna Textiles,540,489,Yes,Sharma Collections,Jodhpur,Rajasthan,342011,4.6,2025-01-24
PROD00259,Saree - Daily Wear Fit,Women Ethnic Wear,Saree,Style Bazaar Co,1035,40,No,Sheikh Impex,Gurugram,Haryana,122038,3.6,2024-12-08
PROD00260,Power Bank - Casual Style,Mobile Accessories,Power Bank,Metro Trendz,642,333,Yes,Gupta Textiles,Ludhiana,Punjab,141009,4.4,2025-11-02
PROD00261,Kids Frock - Casual Style,Kids Wear,Kids Frock,Divine Ethnic Wear,811,56,Yes,Chauhan Enterprises,Mysuru,Karnataka,570080,4.2,2025-12-02
PROD00262,Artificial Plant Pot - Casual Style,Home Decor,Artificial Plant Pot,Comfort Zone India,1028,473,No,Rao Impex,Varanasi,Uttar Pradesh,221095,4.6,2024-10-08
PROD00263,Lehenga Choli - Festive Fit,Women Ethnic Wear,Lehenga Choli,Aaradhya Fashion Hub,1163,,Yes,Bhatt Collections,Patna,Bihar,800015,4,2025-11-23
PROD00264,Cotton Shirt - Festive Design,Men Fashion,Cotton Shirt,Unbranded,295,444,Yes,Mishra Textiles,Mumbai,Maharashtra,400031,,2025-08-06
PROD00265,Men'S Wallet - Festive,Bags & Wallets,Men'S Wallet,Divine Ethnic Wear,854,69,Yes,Shah Collections,Bhubaneswar,Odisha,751057,3.4,2024-08-18
PROD00266,Cotton Shirt - Daily Wear Design,Men Fashion,Cotton Shirt,Priya Creations,1312,341,No,Rao Impex,Bhubaneswar,Odisha,751026,4.4,2025-05-11
PROD00267,Cotton Shirt - Daily Wear,Men Fashion,Cotton Shirt,Om Wholesale Mart,747,356,Yes,Yadav Trading Co,Pune,Maharashtra,411012,4.6,2024-06-03
PROD00268,Casual Sneakers - Trendy Fit,Footwear,Casual Sneakers,Aaradhya Fashion Hub,553,371,Yes,Naidu Trading Co,Jaipur,Rajasthan,302067,3.7,2025-02-10
PROD00269,Saree - Festive Design,Women Ethnic Wear,Saree,Riya Collections,579,281,Yes,Khan Wholesale Mart,Jamshedpur,Jharkhand,831058,4.1,2024-10-27
PROD00270,Casual Sneakers - Festive,Footwear,Casual Sneakers,Metro Trendz,565,626,Yes,Mukherjee Collections,Bengaluru,Karnataka,560047,,2025-05-10
PROD00271,School Backpack - Premium Design,Bags & Wallets,School Backpack,Style Bazaar Co,663,,No,Khan Collections,Surat,Gujarat,395073,4.9,2025-10-21
PROD00272,Kajal Combo - Trendy Style,Jewellery & Cosmetics,Kajal Combo,Om Wholesale Mart,819,577,Yes,Gupta Trading Co,Amritsar,Punjab,143029,3.1,2025-06-05
PROD00273,Kajal Combo - Casual Style,Jewellery & Cosmetics,Kajal Combo,Shree Krishna Textiles,851,545,Yes,Reddy Wholesale Mart,Madurai,Tamil Nadu,625000,,2024-07-11
PROD00274,Kurti Set - Premium Design,Women Ethnic Wear,Kurti Set,Om Wholesale Mart,1321,236,Yes,Mukherjee Collections,Pune,Maharashtra,411091,4.8,2025-11-28
PROD00275,Artificial Plant Pot - Classic,Home Decor,Artificial Plant Pot,Divine Ethnic Wear,2603,270,No,Agarwal Wholesale Mart,Ranchi,Jharkhand,834024,3.7,2025-08-25
PROD00276,Phone Back Cover - Festive,Mobile Accessories,Phone Back Cover,Comfort Zone India,1635,697,No,Iyer Enterprises,Thiruvananthapuram,Kerala,695086,,2025-06-13
PROD00277,Flat Sandals - Daily Wear Design,Footwear,Flat Sandals,Style Bazaar Co,583,288,Yes,Patel Textiles,Pune,Maharashtra,411086,3.2,2025-08-03
PROD00278,Kurti Set - Classic Fit,Women Ethnic Wear,Kurti Set,Riya Collections,444,129,Yes,Khan Wholesale Mart,Indore,Madhya Pradesh,452048,3.5,2024-08-22
PROD00279,Ladies Handbag - Casual Style,Bags & Wallets,Ladies Handbag,Metro Trendz,721,401,Yes,Iyer Collections,Ranchi,Jharkhand,834027,4.9,2024-08-29
PROD00280,Kajal Combo - Trendy Fit,Jewellery & Cosmetics,Kajal Combo,Riya Collections,424,566,No,Iyer Impex,Jaipur,Rajasthan,302026,3.9,2024-11-20
PROD00281,Casual Sneakers - Festive Fit,Footwear,Casual Sneakers,Shree Krishna Textiles,715,,No,Sharma Textiles,Jaipur,Rajasthan,302080,3.3,2025-04-27
PROD00282,Bangles Set - Casual Style,Jewellery & Cosmetics,Bangles Set,Aaradhya Fashion Hub,907,386,No,Patel Textiles,Amritsar,Punjab,143053,4.3,2025-08-04
PROD00283,Casual T-Shirt - Classic Fit,Men Fashion,Casual T-Shirt,Shree Krishna Textiles,862,890,No,Gupta Enterprises,Gaya,Bihar,823083,3.6,2025-11-20
PROD00284,Photo Frame Set - Festive Fit,Home Decor,Photo Frame Set,Style Bazaar Co,549,212,No,Bhatt Impex,Kanpur,Uttar Pradesh,208076,3.7,2025-07-27
PROD00285,Men'S Wallet - Premium,Bags & Wallets,Men'S Wallet,Aaradhya Fashion Hub,518,611,No,Reddy Enterprises,Gwalior,Madhya Pradesh,474089,4.9,2024-11-02
PROD00286,Tempered Glass - Festive Fit,Mobile Accessories,Tempered Glass,Aaradhya Fashion Hub,537,166,No,Joshi Textiles,Ghaziabad,Uttar Pradesh,201094,,2025-12-31
PROD00287,Casual Sneakers - Premium Design,Footwear,Casual Sneakers,Unbranded,543,489,Yes,Mishra Enterprises,Indore,Madhya Pradesh,452002,4.1,2025-03-29
PROD00288,Ladies Handbag - Trendy,Bags & Wallets,Ladies Handbag,Unbranded,319,690,No,Pillai Textiles,Bhopal,Madhya Pradesh,462096,,2024-07-08
PROD00289,Kurti Set - Daily Wear,Women Ethnic Wear,Kurti Set,Om Wholesale Mart,525,264,Yes,Rathore Collections,Jamshedpur,Jharkhand,831033,4.2,2024-09-26
PROD00290,Storage Container Set - Premium,Home & Kitchen,Storage Container Set,Unbranded,884,494,No,Verma Impex,Patna,Bihar,800066,5,2025-08-15
PROD00291,Artificial Plant Pot - Casual Fit,Home Decor,Artificial Plant Pot,Generic,667,174,No,Iyer Wholesale Mart,Guwahati,Assam,78107,3.2,2025-01-12
PROD00292,Kurti Set - Casual Fit,Women Ethnic Wear,Kurti Set,Shree Krishna Textiles,492,342,No,Joshi Impex,Amritsar,Punjab,143043,,2024-07-16
PROD00293,Formal Shoes - Classic Design,Footwear,Formal Shoes,Unbranded,553,399,Yes,Iyer Impex,Hyderabad,Telangana,500019,4,2024-10-03
PROD00294,Saree - Daily Wear Style,Women Ethnic Wear,Saree,Generic,1413,905,Yes,Nair Collections,Kanpur,Uttar Pradesh,208096,3.7,2024-08-31
PROD00295,Artificial Plant Pot - Daily Wear Style,Home Decor,Artificial Plant Pot,Divine Ethnic Wear,562,579,Yes,Naidu Trading Co,New Delhi,Delhi,110028,4.4,2024-10-19
PROD00296,Window Curtain - Classic Style,Home & Kitchen,Window Curtain,Shree Krishna Textiles,2030,478,Yes,Das Enterprises,Thiruvananthapuram,Kerala,695058,3.8,2025-07-27
PROD00297,Tempered Glass - Classic Design,Mobile Accessories,Tempered Glass,Divine Ethnic Wear,1017,593,No,Iyer Collections,Amritsar,Punjab,143066,4.5,2024-05-02
PROD00298,Non-Stick Pan - Trendy,Home & Kitchen,Non-Stick Pan,Comfort Zone India,972,584,No,Naidu Enterprises,Cuttack,Odisha,753070,4.7,2025-05-06
PROD00299,Bangles Set - Trendy Design,Jewellery & Cosmetics,Bangles Set,Aaradhya Fashion Hub,1572,492,Yes,Reddy Trading Co,Nashik,Maharashtra,422030,,2025-02-22
PROD00300,Flat Sandals - Casual Style,Footwear,Flat Sandals,Aaradhya Fashion Hub,797,615,No,Shah Collections,Surat,Gujarat,395050,,2025-05-01
PROD00301,Kids Frock - Premium Fit,Kids Wear,Kids Frock,Style Bazaar Co,900,263,Yes,Desai Wholesale Mart,Nagpur,Maharashtra,440039,4,2025-10-26
PROD00302,Ladies Handbag - Daily Wear Style,Bags & Wallets,Ladies Handbag,No Brand,1485,392,Yes,Naidu Impex,Ghaziabad,Uttar Pradesh,201088,4,2025-09-02
PROD00303,Denim Jeans - Classic,Men Fashion,Denim Jeans,No Brand,348,514,No,Nair Enterprises,Chandigarh,Chandigarh,16009,4.4,2025-08-29
PROD00304,Formal Shoes - Daily Wear Style,Footwear,Formal Shoes,Generic,2416,282,No,Yadav Enterprises,Ghaziabad,Uttar Pradesh,201065,4.1,2024-06-01
PROD00305,Men'S Wallet - Premium Design,Bags & Wallets,Men'S Wallet,Generic,843,697,Yes,Chatterjee Collections,Ahmedabad,Gujarat,380010,3.9,2025-12-24
PROD00306,Power Bank - Daily Wear,Mobile Accessories,Power Bank,Comfort Zone India,857,483,No,Menon Enterprises,Bhubaneswar,Odisha,751087,4.1,2025-03-03
PROD00307,School Backpack - Trendy Style,Bags & Wallets,School Backpack,Metro Trendz,575,392,No,Iyer Textiles,Gaya,Bihar,823082,,2025-06-19
PROD00308,Saree - Trendy Style,Women Ethnic Wear,Saree,No Brand,418,379,Yes,Rao Enterprises,Jamshedpur,Jharkhand,831014,3.6,2025-12-26
PROD00309,Casual T-Shirt - Classic Style,Men Fashion,Casual T-Shirt,Generic,1418,40,No,Sharma Enterprises,Rajkot,Gujarat,360031,3.7,2025-04-29
PROD00310,Bedsheet Set - Daily Wear Style,Home & Kitchen,Bedsheet Set,Priya Creations,905,694,No,Ansari Collections,Rajkot,Gujarat,360086,4,2024-07-03
